,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,suburb_count,CouncilArea_mode
6530,Ormond,2/43 Ulupna Rd,2,h,810000.0,S,hockingstuart,12/11/2016,11.8,3204.0,2.0,1.0,1.0,210.0,90.0,Glen Eira,-37.9001,145.0428,Southern Metropolitan,3578.0,83,Glen Eira
6531,Ormond,16 Wallen Rd,3,h,1322000.0,S,hockingstuart,12/11/2016,11.8,3204.0,3.0,1.0,1.0,551.0,156.0,Glen Eira,-37.9036,145.0521,Southern Metropolitan,3578.0,83,Glen Eira
6532,Ormond,3a Fraser St,2,h,861000.0,S,Gary,14/05/2016,11.8,3204.0,2.0,1.0,1.0,0.0,137.37442942647843,Glen Eira,-37.9026,145.0364,Southern Metropolitan,3578.0,83,Glen Eira
6533,Ormond,616 North Rd,2,h,765000.0,S,Eview,14/05/2016,11.8,3204.0,2.0,1.0,2.0,300.0,137.37442942647843,Glen Eira,-37.9045,145.0426,Southern Metropolitan,3578.0,83,Glen Eira
6534,Ormond,2/3 Coane St,3,u,973000.0,SP,Marshall,15/10/2016,11.8,3204.0,3.0,2.0,2.0,379.0,137.37442942647843,Glen Eira,-37.8981,145.0367,Southern Metropolitan,3578.0,83,Glen Eira
6535,Ormond,58 Draper St,4,h,1845000.0,S,Buxton,15/10/2016,11.8,3204.0,4.0,3.0,1.0,718.0,189.0,Glen Eira,-37.9061,145.0509,Southern Metropolitan,3578.0,83,Glen Eira
6536,Ormond,16 Sherwood St,3,h,1535000.0,S,Marshall,15/10/2016,11.8,3204.0,3.0,1.0,2.0,578.0,140.0,Glen Eira,-37.9047,145.0274,Southern Metropolitan,3578.0,83,Glen Eira
6537,Ormond,21 Stewart St,4,h,2005000.0,S,hockingstuart,15/10/2016,11.8,3204.0,4.0,2.0,2.0,691.0,193.0,Glen Eira,-37.905,145.029,Southern Metropolitan,3578.0,83,Glen Eira
6538,Ormond,3/16 Wheeler St,3,u,932000.0,S,Woodards,15/10/2016,11.8,3204.0,3.0,2.0,1.0,180.0,92.0,Glen Eira,-37.9069,145.041,Southern Metropolitan,3578.0,83,Glen Eira
6539,Ormond,245 Grange Rd,4,h,1500000.0,VB,Ray,16/04/2016,11.8,3204.0,4.0,2.0,2.0,862.0,153.0,Glen Eira,-37.8993,145.0447,Southern Metropolitan,3578.0,83,Glen Eira
6540,Ormond,4/4 Ormond Rd,1,u,260000.0,SP,Thomson,16/04/2016,11.8,3204.0,1.0,1.0,1.0,0.0,137.37442942647843,Glen Eira,-37.9038,145.0454,Southern Metropolitan,3578.0,83,Glen Eira
6541,Ormond,13 Parker St,4,h,1390000.0,SA,Ray,16/07/2016,11.8,3204.0,4.0,2.0,2.0,666.0,158.0,Glen Eira,-37.9032,145.049,Southern Metropolitan,3578.0,83,Glen Eira
6542,Ormond,2 Stewart St,3,h,940000.0,PI,Buxton,16/07/2016,11.8,3204.0,3.0,1.0,1.0,397.0,124.0,Glen Eira,-37.9064,145.0291,Southern Metropolitan,3578.0,83,Glen Eira
6543,Ormond,6/13 Ulupna Rd,1,u,296000.0,SP,Thomson,17/09/2016,11.8,3204.0,1.0,1.0,1.0,0.0,36.0,Glen Eira,-37.9028,145.0426,Southern Metropolitan,3578.0,83,Glen Eira
6544,Ormond,48 Stewart St,4,h,1850000.0,PI,hockingstuart,18/03/2017,11.8,3204.0,4.0,2.0,2.0,668.0,137.37442942647843,Glen Eira,-37.9033,145.0296,Southern Metropolitan,3578.0,83,Glen Eira
6545,Ormond,1/75 Lillimur Rd,2,u,475000.0,S,Gary,19/11/2016,11.8,3204.0,2.0,1.0,1.0,0.0,52.0,Glen Eira,-37.8986,145.042,Southern Metropolitan,3578.0,83,Glen Eira
6546,Ormond,1/25 Murray Rd,3,u,820000.0,PI,Buxton,22/05/2016,11.8,3204.0,3.0,2.0,1.0,238.0,127.0,Glen Eira,-37.9062,145.02700000000004,Southern Metropolitan,3578.0,83,Glen Eira
6547,Ormond,2/26 Wicklow St,3,u,940000.0,PI,Buxton,23/04/2016,11.8,3204.0,3.0,2.0,1.0,382.0,137.0,Glen Eira,-37.9061,145.0478,Southern Metropolitan,3578.0,83,Glen Eira
6548,Ormond,1 Blackshaw St,2,h,1668000.0,S,Buxton,24/09/2016,11.8,3204.0,3.0,1.0,2.0,595.0,137.37442942647843,Glen Eira,-37.9092,145.0507,Southern Metropolitan,3578.0,83,Glen Eira
6549,Ormond,1 Carcoola Ct,3,h,1470000.0,S,Woodards,25/02/2017,11.8,3204.0,3.0,2.0,2.0,0.0,163.0,Glen Eira,-37.9071,145.0439,Southern Metropolitan,3578.0,83,Glen Eira
6550,Ormond,55 Carlyon St,2,h,981000.0,S,C21,25/02/2017,11.8,3204.0,2.0,1.0,1.0,533.0,137.37442942647843,Glen Eira,-37.9048,145.0418,Southern Metropolitan,3578.0,83,Glen Eira
6551,Ormond,5/11 Ormond Rd,2,u,430000.0,PI,Purplebricks,25/02/2017,11.8,3204.0,2.0,1.0,1.0,0.0,69.0,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578.0,83,Glen Eira
6552,Ormond,10/21 Lillimur Rd,1,u,362000.0,SP,hockingstuart,26/07/2016,11.8,3204.0,1.0,1.0,1.0,0.0,44.0,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578.0,83,Glen Eira
6553,Ormond,3/11 Ormond Rd,2,u,410000.0,SA,Stockdale,26/07/2016,11.8,3204.0,2.0,1.0,1.0,0.0,65.0,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578.0,83,Glen Eira
6554,Ormond,5/254 Booran Rd,4,t,1197000.0,S,Gary,27/06/2016,11.8,3204.0,4.0,2.0,2.0,144.0,137.37442942647843,Glen Eira,-37.9021,145.0357,Southern Metropolitan,3578.0,83,Glen Eira
6555,Ormond,41 Queen St,3,h,1690000.0,SP,Buxton,27/06/2016,11.8,3204.0,3.0,2.0,2.0,692.0,137.37442942647843,Glen Eira,-37.9043,145.0358,Southern Metropolitan,3578.0,83,Glen Eira
6556,Ormond,7/21 Lillimur Rd,1,u,447000.0,S,Ray,27/11/2016,11.8,3204.0,1.0,1.0,1.0,0.0,137.37442942647843,Glen Eira,-37.9016,145.0414,Southern Metropolitan,3578.0,83,Glen Eira
6557,Ormond,2 Wimmera St,2,h,1177000.0,S,Thomson,27/11/2016,11.8,3204.0,2.0,1.0,2.0,452.0,105.0,Glen Eira,-37.9024,145.0539,Southern Metropolitan,3578.0,83,Glen Eira
6558,Ormond,2/35 Leila Rd,2,u,617500.0,S,Biggin,28/05/2016,11.8,3204.0,2.0,1.0,1.0,94.0,91.0,Glen Eira,-37.9011,145.0474,Southern Metropolitan,3578.0,83,Glen Eira
6559,Ormond,1/24 Lillimur Rd,2,u,479500.0,S,Ray,28/05/2016,11.8,3204.0,2.0,1.0,1.0,0.0,92.0,Glen Eira,-37.9021,145.0417,Southern Metropolitan,3578.0,83,Glen Eira
6560,Ormond,19 Anthony St,4,h,2050000.0,S,Noel,28/08/2016,11.8,3204.0,4.0,2.0,2.0,647.0,137.37442942647843,Glen Eira,-37.9061,145.0366,Southern Metropolitan,3578.0,83,Glen Eira
6561,Ormond,3/302 Grange Rd,2,u,405000.0,VB,Besser,28/08/2016,11.8,3204.0,2.0,1.0,1.0,0.0,68.0,Glen Eira,-37.9031,145.0444,Southern Metropolitan,3578.0,83,Glen Eira
6562,Ormond,5/30 Lillimur Rd,2,u,450000.0,VB,Ray,30/07/2016,11.8,3204.0,2.0,1.0,1.0,0.0,137.37442942647843,Glen Eira,-37.9014,145.0418,Southern Metropolitan,3578.0,83,Glen Eira
6563,West Footscray,1 Buxton St,3,h,1061000.0,S,Burnham,3/12/2016,8.2,3012.0,3.0,1.0,1.0,533.0,137.37442942647843,Maribyrnong,-37.7955,144.8784,Western Metropolitan,5058.0,105,Maribyrnong
6564,West Footscray,22 Clarendon Pde,6,h,1020000.0,PI,Alexkarbon,3/12/2016,8.2,3012.0,6.0,3.0,2.0,554.0,199.0,Maribyrnong,-37.8053,144.8681,Western Metropolitan,5058.0,105,Maribyrnong
6565,West Footscray,140 Essex St,2,h,912500.0,S,Village,3/12/2016,8.2,3012.0,2.0,1.0,1.0,444.0,98.0,Maribyrnong,-37.7933,144.876,Western Metropolitan,5058.0,105,Maribyrnong
6566,West Footscray,8 View St,3,h,1074000.0,S,Village,3/12/2016,8.2,3012.0,3.0,2.0,2.0,355.0,137.37442942647843,Maribyrnong,-37.7914,144.8742,Western Metropolitan,5058.0,105,Maribyrnong
6567,West Footscray,20 Wellington St,3,h,1021000.0,S,Jas,3/12/2016,8.2,3012.0,3.0,1.0,2.0,601.0,137.37442942647843,Maribyrnong,-37.7917,144.8688,Western Metropolitan,5058.0,105,Maribyrnong
6568,West Footscray,742 Barkly St,3,h,1415000.0,PI,Biggin,4/02/2016,8.2,3012.0,3.0,1.0,6.0,970.0,137.37442942647843,Maribyrnong,-37.7958,144.8645,Western Metropolitan,5058.0,105,Maribyrnong
6569,West Footscray,29 Devonshire St,4,h,710000.0,PI,Sweeney,4/03/2017,8.2,3012.0,4.0,1.0,1.0,255.0,131.0,Maribyrnong,-37.7906,144.8687,Western Metropolitan,5058.0,105,Maribyrnong
6570,West Footscray,90 Pitt St,4,h,837000.0,S,Sweeney,4/03/2017,8.2,3012.0,4.0,2.0,3.0,390.0,149.0,Maribyrnong,-37.7926,144.8639,Western Metropolitan,5058.0,105,Maribyrnong
6571,West Footscray,38 Wellington St,3,h,850000.0,S,Sweeney,4/03/2017,8.2,3012.0,3.0,1.0,1.0,361.0,137.37442942647843,Maribyrnong,-37.7916,144.8673,Western Metropolitan,5058.0,105,Maribyrnong
6572,West Footscray,86 Ashley St,4,h,850000.0,S,Sweeney,4/06/2016,8.2,3012.0,4.0,2.0,2.0,497.0,179.0,Maribyrnong,-37.7903,144.8639,Western Metropolitan,5058.0,105,Maribyrnong
6573,West Footscray,1/12 Hatfield Ct,6,u,520000.0,SP,Sweeney,7/05/2016,8.2,3012.0,4.0,2.0,1.0,0.0,171.0,Maribyrnong,-37.809,144.8686,Western Metropolitan,5058.0,105,Maribyrnong
6574,West Footscray,2/705 Barkly St,3,u,347000.0,SP,Jas,7/11/2016,8.2,3012.0,2.0,1.0,1.0,0.0,56.0,Maribyrnong,-37.7964,144.8672,Western Metropolitan,5058.0,105,Maribyrnong
6575,West Footscray,4 Rupert St,4,h,1225000.0,PI,Jas,7/11/2016,8.2,3012.0,4.0,2.0,2.0,0.0,137.37442942647843,Maribyrnong,-37.7992,144.8772,Western Metropolitan,5058.0,105,Maribyrnong
6576,West Footscray,12/32 Argyle St,2,h,438000.0,S,hockingstuart,8/10/2016,8.2,3012.0,2.0,1.0,2.0,0.0,75.0,Maribyrnong,-37.7952,144.8749,Western Metropolitan,5058.0,105,Maribyrnong
6577,West Footscray,2/10 Hatfield Ct,2,h,360000.0,S,Sweeney,8/10/2016,8.2,3012.0,2.0,1.0,1.0,92.0,137.37442942647843,Maribyrnong,-37.8095,144.869,Western Metropolitan,5058.0,105,Maribyrnong
6578,West Footscray,18/24 Dongola Rd,2,t,620000.0,S,Village,10/09/2016,8.2,3012.0,3.0,1.0,1.0,144.0,137.37442942647843,Maribyrnong,-37.7926,144.8809,Western Metropolitan,5058.0,105,Maribyrnong
6579,West Footscray,5/28 Hampton Pde,2,h,415000.0,S,Sweeney,10/09/2016,8.2,3012.0,2.0,1.0,1.0,80.0,64.0,Maribyrnong,-37.806,144.8674,Western Metropolitan,5058.0,105,Maribyrnong
6580,West Footscray,1/37 Hampton Pde,3,h,723000.0,S,Village,10/09/2016,8.2,3012.0,3.0,1.0,2.0,302.0,125.0,Maribyrnong,-37.8066,144.8666,Western Metropolitan,5058.0,105,Maribyrnong
6581,West Footscray,1/12 Hatfield Ct,4,u,530000.0,SP,Sweeney,10/09/2016,8.2,3012.0,4.0,2.0,1.0,0.0,171.0,Maribyrnong,-37.809,144.8686,Western Metropolitan,5058.0,105,Maribyrnong
6582,West Footscray,45 Hansen St,3,h,967000.0,S,Jas,10/12/2016,8.2,3012.0,3.0,1.0,2.0,347.0,113.0,Maribyrnong,-37.8067,144.8761,Western Metropolitan,5058.0,105,Maribyrnong
6583,West Footscray,13 Soudan Rd,3,h,840000.0,S,Brad,10/12/2016,8.2,3012.0,3.0,1.0,1.0,442.0,123.0,Maribyrnong,-37.7914,144.8812,Western Metropolitan,5058.0,105,Maribyrnong
6584,West Footscray,8/21 Hampton Pde,1,u,241000.0,S,Sweeney,11/02/2017,8.2,3012.0,1.0,1.0,1.0,0.0,99.0,Maribyrnong,-37.8067,144.8678,Western Metropolitan,5058.0,105,Maribyrnong
6585,West Footscray,12 Stonemark Ct,3,h,910000.0,S,Biggin,11/02/2017,8.2,3012.0,3.0,1.0,1.0,412.0,162.0,Maribyrnong,-37.7941,144.881,Western Metropolitan,5058.0,105,Maribyrnong
6586,West Footscray,12/624 Barkly St,2,u,470000.0,S,hockingstuart,12/11/2016,8.2,3012.0,2.0,1.0,1.0,0.0,137.37442942647843,Maribyrnong,-37.7968,144.8735,Western Metropolitan,5058.0,105,Maribyrnong
6587,West Footscray,11 Elphinstone St,3,h,820000.0,S,Sweeney,12/11/2016,8.2,3012.0,3.0,1.0,3.0,440.0,131.0,Maribyrnong,-37.7937,144.8732,Western Metropolitan,5058.0,105,Maribyrnong
6588,West Footscray,12 Stanley St,3,h,756000.0,S,Brad,13/08/2016,8.2,3012.0,3.0,1.0,1.0,353.0,360.0,Maribyrnong,-37.7915,144.8733,Western Metropolitan,5058.0,105,Maribyrnong
6589,West Footscray,49 Napoleon St,3,h,845000.0,S,Jas,14/05/2016,8.2,3012.0,3.0,1.0,4.0,596.0,137.37442942647843,Maribyrnong,-37.791,144.8658,Western Metropolitan,5058.0,105,Maribyrnong
6590,West Footscray,120 Cross St,4,h,850000.0,SA,Ray,15/10/2016,8.2,3012.0,4.0,1.0,3.0,511.0,137.37442942647843,Maribyrnong,-37.8001,144.877,Western Metropolitan,5058.0,105,Maribyrnong
6591,West Footscray,1/9 Indwe St,3,t,620000.0,S,Nelson,15/10/2016,8.2,3012.0,3.0,1.0,2.0,255.0,148.0,Maribyrnong,-37.8038,144.8679,Western Metropolitan,5058.0,105,Maribyrnong
6592,West Footscray,21 Napoleon St,2,h,1001000.0,S,Burnham,15/10/2016,8.2,3012.0,2.0,1.0,4.0,596.0,137.37442942647843,Maribyrnong,-37.7913,144.8689,Western Metropolitan,5058.0,105,Maribyrnong
6593,West Footscray,20 Warleigh Rd,3,h,875000.0,SP,Sweeney,15/10/2016,8.2,3012.0,3.0,2.0,3.0,336.0,94.0,Maribyrnong,-37.7995,144.8794,Western Metropolitan,5058.0,105,Maribyrnong
6594,West Footscray,2/746 Barkly St,2,t,520000.0,S,Sweeney,16/07/2016,8.2,3012.0,2.0,1.0,1.0,148.0,137.37442942647843,Maribyrnong,-37.7956,144.8641,Western Metropolitan,5058.0,105,Maribyrnong
6595,West Footscray,7 Church St,3,h,915000.0,S,Sweeney,17/09/2016,8.2,3012.0,3.0,1.0,2.0,434.0,137.37442942647843,Maribyrnong,-37.7908,144.8793,Western Metropolitan,5058.0,105,Maribyrnong
6596,West Footscray,28 Khartoum St,4,h,830000.0,S,Sweeney,17/09/2016,8.2,3012.0,2.0,1.0,2.0,426.0,144.0,Maribyrnong,-37.7919,144.8793,Western Metropolitan,5058.0,105,Maribyrnong
6597,West Footscray,3/1 Carmichael St,2,t,510000.0,VB,Biggin,18/03/2017,8.2,3012.0,2.0,2.0,1.0,0.0,137.37442942647843,Maribyrnong,-37.7991,144.879,Western Metropolitan,5058.0,105,Maribyrnong
6598,West Footscray,2/30 Fontein St,2,u,545000.0,SP,Biggin,18/03/2017,8.2,3012.0,2.0,1.0,1.0,154.0,2.0,Maribyrnong,-37.8004,144.8647,Western Metropolitan,5058.0,105,Maribyrnong
6599,West Footscray,6 Fontein St,5,h,691000.0,PI,Biggin,18/06/2016,8.2,3012.0,3.0,1.0,1.0,466.0,137.37442942647843,Maribyrnong,-37.8008,144.8665,Western Metropolitan,5058.0,105,Maribyrnong
6600,West Footscray,39 Blandford St,3,h,991000.0,SP,Sweeney,19/11/2016,8.2,3012.0,3.0,1.0,4.0,495.0,137.37442942647843,Maribyrnong,-37.7958,144.8774,Western Metropolitan,5058.0,105,Maribyrnong
6601,West Footscray,8 Dongola Rd,3,h,913000.0,S,hockingstuart,19/11/2016,8.2,3012.0,3.0,1.0,3.0,448.0,96.0,Maribyrnong,-37.7911,144.8821,Western Metropolitan,5058.0,105,Maribyrnong
6602,West Footscray,23 Fontein St,2,h,850000.0,S,Sweeney,22/05/2016,8.2,3012.0,2.0,1.0,2.0,462.0,101.0,Maribyrnong,-37.8009,144.8653,Western Metropolitan,5058.0,105,Maribyrnong
6603,West Footscray,2a Hope St,2,h,705000.0,S,Jas,22/05/2016,8.2,3012.0,2.0,1.0,1.0,308.0,137.37442942647843,Maribyrnong,-37.7908,144.8717,Western Metropolitan,5058.0,105,Maribyrnong
6604,West Footscray,135 Suffolk St,3,h,709000.0,S,Jas,22/05/2016,8.2,3012.0,3.0,1.0,1.0,405.0,137.37442942647843,Maribyrnong,-37.79,144.86700000000005,Western Metropolitan,5058.0,105,Maribyrnong
6605,West Footscray,9/24 Dongola Rd,3,h,900000.0,S,Jas,24/09/2016,8.2,3012.0,3.0,2.0,3.0,446.0,137.37442942647843,Maribyrnong,-37.7923,144.8814,Western Metropolitan,5058.0,105,Maribyrnong
6606,West Footscray,35 Exhibition St,2,h,790000.0,S,Village,24/09/2016,8.2,3012.0,2.0,1.0,1.0,259.0,137.37442942647843,Maribyrnong,-37.8058,144.875,Western Metropolitan,5058.0,105,Maribyrnong
6607,West Footscray,50 Hex St,2,h,770000.0,S,Village,24/09/2016,8.2,3012.0,3.0,1.0,1.0,267.0,95.0,Maribyrnong,-37.8021,144.8629,Western Metropolitan,5058.0,105,Maribyrnong
6608,West Footscray,77 Suffolk St,2,h,495000.0,S,Burnham,24/09/2016,8.2,3012.0,2.0,1.0,2.0,161.0,700.0,Maribyrnong,-37.7905,144.8714,Western Metropolitan,5058.0,105,Maribyrnong
6609,West Footscray,107 Alma St,3,h,1575000.0,S,Sweeney,25/02/2017,8.2,3012.0,3.0,1.0,4.0,1000.0,85.0,Maribyrnong,-37.7936,144.8639,Western Metropolitan,5058.0,105,Maribyrnong
6610,West Footscray,51 Roberts St,2,h,326500.0,S,Sweeney,25/02/2017,8.2,3012.0,2.0,1.0,2.0,626.0,137.37442942647843,Maribyrnong,-37.8067,144.8707,Western Metropolitan,5058.0,105,Maribyrnong
6611,West Footscray,10 Rupert St,3,h,1028000.0,S,Biggin,25/02/2017,8.2,3012.0,3.0,2.0,2.0,520.0,137.37442942647843,Maribyrnong,-37.7991,144.8768,Western Metropolitan,5058.0,105,Maribyrnong
6612,West Footscray,6/16 Warleigh Rd,1,u,288000.0,SP,Sweeney,25/02/2017,8.2,3012.0,1.0,1.0,1.0,628.0,44.0,Maribyrnong,-37.7993,144.8794,Western Metropolitan,5058.0,105,Maribyrnong
6613,West Footscray,44 Clive St,3,h,1151500.0,SP,Sweeney,26/07/2016,8.2,3012.0,4.0,1.0,2.0,536.0,113.0,Maribyrnong,-37.7978,144.8743,Western Metropolitan,5058.0,105,Maribyrnong
6614,West Footscray,31 Napoleon St,3,h,860000.0,S,Biggin,26/07/2016,8.2,3012.0,3.0,1.0,2.0,501.0,147.0,Maribyrnong,-37.7912,144.868,Western Metropolitan,5058.0,105,Maribyrnong
6615,West Footscray,55 Elphinstone St,3,h,805000.0,S,Jas,27/06/2016,8.2,3012.0,3.0,1.0,3.0,372.0,96.0,Maribyrnong,-37.796,144.8728,Western Metropolitan,5058.0,105,Maribyrnong
6616,West Footscray,10/745 Barkly St,2,u,262500.0,PI,Sweeney,27/11/2016,8.2,3012.0,2.0,1.0,1.0,0.0,137.37442942647843,Maribyrnong,-37.796,144.8634,Western Metropolitan,5058.0,105,Maribyrnong
6617,West Footscray,5/14 Busch St,2,h,450000.0,S,hockingstuart,27/11/2016,8.2,3012.0,2.0,1.0,1.0,0.0,90.0,Maribyrnong,-37.7956,144.8762,Western Metropolitan,5058.0,105,Maribyrnong
6618,West Footscray,5 Gwelo St,3,h,935000.0,S,Sweeney,27/11/2016,8.2,3012.0,3.0,2.0,3.0,466.0,137.37442942647843,Maribyrnong,-37.8019,144.8663,Western Metropolitan,5058.0,105,Maribyrnong
6619,West Footscray,372 Somerville Rd,4,h,830000.0,SP,Purplebricks,27/11/2016,8.2,3012.0,4.0,2.0,1.0,665.0,137.37442942647843,Maribyrnong,-37.8107,144.8666,Western Metropolitan,5058.0,105,Maribyrnong
6620,West Footscray,5/652 Barkly St,2,u,456000.0,S,Sweeney,28/05/2016,8.2,3012.0,2.0,1.0,1.0,0.0,137.37442942647843,Maribyrnong,-37.7966,144.8716,Western Metropolitan,5058.0,105,Maribyrnong
6621,West Footscray,18 Molesworth Ct,3,h,660000.0,S,Sweeney,28/05/2016,8.2,3012.0,3.0,1.0,1.0,321.0,137.37442942647843,Maribyrnong,-37.7943,144.8741,Western Metropolitan,5058.0,105,Maribyrnong
6622,West Footscray,4/17 Beaumont Pde,2,u,420000.0,VB,Greg,28/08/2016,8.2,3012.0,2.0,1.0,1.0,781.0,82.0,Maribyrnong,-37.8079,144.8684,Western Metropolitan,5058.0,105,Maribyrnong
6623,West Footscray,116 Essex St,3,h,820000.0,S,Sweeney,28/08/2016,8.2,3012.0,3.0,2.0,2.0,335.0,137.37442942647843,Maribyrnong,-37.7937,144.8782,Western Metropolitan,5058.0,105,Maribyrnong
6624,West Footscray,32 Richelieu St,5,h,1030000.0,S,Village,30/07/2016,8.2,3012.0,5.0,2.0,2.0,352.0,137.37442942647843,Maribyrnong,-37.7908,144.8711,Western Metropolitan,5058.0,105,Maribyrnong
6625,West Footscray,121 Suffolk St,3,h,878000.0,S,Village,30/07/2016,8.2,3012.0,3.0,1.0,1.0,397.0,127.0,Maribyrnong,-37.7901,144.8682,Western Metropolitan,5058.0,105,Maribyrnong
6626,Albion,7 Dalworth St,2,h,765000.0,SA,Barry,4/02/2016,13.9,3020.0,2.0,1.0,2.0,672.0,111.0,Brimbank,-37.7812,144.8121,Western Metropolitan,2185.0,41,Brimbank
6627,Albion,14 Delmont St,3,h,730000.0,S,hockingstuart,4/03/2017,13.9,3020.0,3.0,2.0,3.0,628.0,140.0,Brimbank,-37.7801,144.8121,Western Metropolitan,2185.0,41,Brimbank
6628,Albion,12 Wyalong St,2,h,730000.0,S,Bells,4/03/2017,13.9,3020.0,2.0,1.0,0.0,697.0,94.0,Brimbank,-37.7778,144.81799999999996,Western Metropolitan,2185.0,41,Brimbank
6629,Albion,29 Norwood St,3,h,593000.0,SP,Sweeney,4/06/2016,13.9,3020.0,3.0,2.0,2.0,605.0,102.0,Brimbank,-37.7792,144.8117,Western Metropolitan,2185.0,41,Brimbank
6630,Albion,25 Sydney St,4,h,816000.0,S,Bells,10/09/2016,13.9,3020.0,4.0,1.0,2.0,837.0,156.0,Brimbank,-37.7825,144.8221,Western Metropolitan,2185.0,41,Brimbank
6631,Albion,60 Sydney St,3,h,720000.0,S,Sweeney,10/12/2016,13.9,3020.0,3.0,1.0,1.0,706.0,137.37442942647843,Brimbank,-37.7801,144.8229,Western Metropolitan,2185.0,41,Brimbank
6632,Albion,3/14 Ridley St,2,t,300000.0,PI,FN,11/02/2017,13.9,3020.0,2.0,1.0,1.0,74.0,137.37442942647843,Brimbank,-37.7836,144.8256,Western Metropolitan,2185.0,41,Brimbank
6633,Albion,27 Burnewang St,2,h,670000.0,S,Barry,15/10/2016,13.9,3020.0,2.0,1.0,2.0,697.0,137.37442942647843,Brimbank,-37.7835,144.8176,Western Metropolitan,2185.0,41,Brimbank
6634,Albion,13 Maylands St,3,h,685000.0,S,Barry,18/03/2017,13.9,3020.0,3.0,1.0,1.0,697.0,137.37442942647843,Brimbank,-37.7765,144.8175,Western Metropolitan,2185.0,41,Brimbank
6635,Albion,12 Coolamon St,2,h,600000.0,SP,Barry,22/05/2016,13.9,3020.0,2.0,1.0,1.0,534.0,90.0,Brimbank,-37.7795,144.8204,Western Metropolitan,2185.0,41,Brimbank
6636,Albion,70 Forrest St,3,h,600000.0,VB,Sweeney,22/05/2016,13.9,3020.0,3.0,1.0,1.0,697.0,110.0,Brimbank,-37.7842,144.8175,Western Metropolitan,2185.0,41,Brimbank
6637,Albion,10/117 Anderson Rd,1,u,185000.0,S,hockingstuart,22/08/2016,13.9,3020.0,1.0,1.0,1.0,2347.0,43.0,Brimbank,-37.7852,144.8272,Western Metropolitan,2185.0,41,Brimbank
6638,Albion,25 Brisbane St,2,u,463000.0,S,Barry,24/09/2016,13.9,3020.0,3.0,1.0,1.0,199.0,137.37442942647843,Brimbank,-37.7761,144.8164,Western Metropolitan,2185.0,41,Brimbank
6639,Albion,16/20 Talmage St,2,t,319000.0,SP,Barry,24/09/2016,13.9,3020.0,2.0,1.0,1.0,0.0,78.0,Brimbank,-37.7796,144.8252,Western Metropolitan,2185.0,41,Brimbank
6640,Albion,53 Adelaide St,4,h,660000.0,S,Douglas,25/02/2017,13.9,3020.0,4.0,1.0,1.0,697.0,137.37442942647843,Brimbank,-37.7795,144.8196,Western Metropolitan,2185.0,41,Brimbank
6641,Albion,2/32 Forrest St,3,u,560000.0,S,Douglas,25/02/2017,13.9,3020.0,3.0,2.0,7.0,420.0,150.0,Brimbank,-37.7848,144.8231,Western Metropolitan,2185.0,41,Brimbank
6642,Albion,20 Hutchinson St,3,h,625000.0,SP,FN,25/02/2017,13.9,3020.0,3.0,1.0,0.0,695.0,137.37442942647843,Brimbank,-37.7808,144.8186,Western Metropolitan,2185.0,41,Brimbank
6643,Albion,16 Selwyn St,3,h,791000.0,S,Bells,25/02/2017,13.9,3020.0,3.0,1.0,3.0,743.0,137.37442942647843,Brimbank,-37.7817,144.8159,Western Metropolitan,2185.0,41,Brimbank
6644,Albion,28 Selwyn St,2,h,541000.0,S,Barry,27/06/2016,13.9,3020.0,2.0,1.0,1.0,497.0,137.37442942647843,Brimbank,-37.7806,144.8159,Western Metropolitan,2185.0,41,Brimbank
6645,Albion,13 Gunnedah St,3,h,760000.0,S,Village,27/11/2016,13.9,3020.0,3.0,1.0,2.0,534.0,137.37442942647843,Brimbank,-37.7789,144.8209,Western Metropolitan,2185.0,41,Brimbank
6646,Albion,48 Sydney St,3,h,840000.0,S,Barry,27/11/2016,13.9,3020.0,3.0,1.0,0.0,697.0,153.0,Brimbank,-37.7809,144.8228,Western Metropolitan,2185.0,41,Brimbank
6647,Albion,8/6 Ridley St,1,u,145000.0,PI,Biggin,28/05/2016,13.9,3020.0,2.0,1.0,1.0,36.0,137.37442942647843,Brimbank,-37.7833,144.8266,Western Metropolitan,2185.0,41,Brimbank
6648,Albion,3 Barclay St,2,h,460000.0,S,Barry,30/07/2016,13.9,3020.0,2.0,1.0,2.0,463.0,85.0,Brimbank,-37.7813,144.8234,Western Metropolitan,2185.0,41,Brimbank
6649,Albion,5/25 Ridley St,2,u,190000.0,SP,Burnham,30/07/2016,13.9,3020.0,2.0,1.0,1.0,0.0,137.37442942647843,Brimbank,-37.7839,144.8239,Western Metropolitan,2185.0,41,Brimbank
6650,Oakleigh,128 Atherton Rd,2,h,1010000.0,S,Ray,4/03/2017,14.0,3166.0,2.0,1.0,2.0,553.0,137.37442942647843,Monash,-37.9001,145.0981,Southern Metropolitan,3224.0,47,Monash
